id,d1,end_state1,hispanic,race,raceot,racethn,nativity,racethn2,end_racethn2,q1,q2,q3,q4,aca,q5,q6a,q6b,end_q6,q7,q8,end_q8,q9,q10,vacc1,q11,vaches,q12,vacc2,q13,q14a,q14b,q14c,q15,q16a,q16b,q17,q18a,q18b,q18c,q19a,q19b,q20,q21a,q21b,spvacinfo,q22,q23,q24,q27,q28a,q28b,q28c,q28d,q28e,q28f,q28g,q29,q30a,q30b,q30c,q30d,q30e,q30f,q30g,q30h,q30i,q30r1_01,q30r1_02,q30r1_03,q30r1_04,q30r1_05,q30r1_06,q30r1_07,q30r1_08,q30r1_09,q30r2_01,q30r2_02,q30r2_03,q30r2_04,q30r2_05,q30r2_06,q30r2_07,q30r2_08,q30r2_09,q31,end_q31,q33,q33a,q34,q34a,end_q34a,q35a,q35b,q35d,q35e,q35g,inclosstotal,end_inclosstotal,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,employ,recemploy,essential,heal1a,delayedcare,coverage,agecov,covtype,covtypeot,agecovtype,rsex,gendervar,flu,test1,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,curlangx,hhadults,int,length,cstate,cregion,density,intvwdate,userid,sample,userdata,bssrs_match_code,sstate,sregion,sdivision,stz,exchangstat,stateexpmedi,gvnrexpmedi,wt1,weight,standwt,weight_ssrs,vacccombo,recage6,vaches_rec,essentialnonhc,healthworker,knowvacc,clsknowvacc,lang,Division,changesex,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,dialtype,qctr,xctr,state1,state,USR,USR_NEW
00051794,Female,862,Yes,Other or mixed race,mixed,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,34,Not too much,Approve,Don't know,Not enough,Very favorable,Build on what the law does,Favor,Favor,140,Very often,Yes,41,Generally correct,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Have enough information,Do not have enough information,Do not have enough information, ,Yes,No, ,Somewhat difficult, , ,No,No, , , , ,No,No,Yes,Very worried,Not at all concerned,Not too concerned,Not too concerned,Not too concerned,Not too concerned,Not too concerned,Not too concerned,Would make no difference,Somewhat likely,Very likely,Not at all likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Very likely,Very likely,NOT A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government,A local pharmacy,NOT Your workplace,NOT A grocery store,A local church or religious center,A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,Your own doctor's office,532, , ,Somewhat confident,Not at all confident,45,No,No,No,No,No,Yes,70,44, ,18-64,30-49,35-44,40-59,30-44,Yes,Married,Employed full-time,EMPLOYED,No,No,"Yes, both me and a family member",Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,Yes,"Yes, someone else tested positive",No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$90,000 to less than $100,000",$90K+, , ,"No, no home telephone",English,2,Yes,1225,Washington,West,Highest,210216, ,Cell phone,RDD HI AA OS,32008073,District Of Columbia,South,South Atlantic, ,State,Yes,Yes - Democratic/Independent,.2463,1.0033,.0438,.0821,Do knot know someone who has gotten vaccine,40-64,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Pacific,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD OS,Manual,89,2,WASHINGTON,1,Urban,Urban
00051807,Male,555,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",18,Not at all,Disapprove,Not enough,Too much,Very unfavorable,Repeal the entire law,Oppose,Oppose,128,Never,No,31,Generally exaggerated,Not at all worried,No, ,Definitely not get the vaccine,Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Have enough information,Have enough information,Have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not at all worried,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,316, , , , ,0,No,No,No,No,No,No,62,50, ,18-64,50-64,45-54,40-59,45-64,No,Divorced,Employed full-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,Male,MALE,No,"Yes, someone else tested positive",No one in household has serious health condition,Or what?,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,Refused,DK/RF, , ,"No, no home telephone",English,3,Yes,892,Alabama,South, ,210220, ,Cell phone,Main RDD Hi AA,29002465,Alabama,South,East South Central, ,Federal,No/Maybe,No/Maybe,.3786,3.4491,.1505,.2821,Do knot know someone who has gotten vaccine,40-64,Definitely not,Yes,No,Know someone vaccinated,Know close family or friend vaccinated,English,East South Central,sex = rsex,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,Manual,78,2,ALABAMA,ALABAMA,Urban,Suburban
00051822,Male,521,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",16,Not too much,Disapprove,Not enough,Not enough,Somewhat unfavorable,Build on what the law does,Favor,Favor,139,Not too often,No,32,Generally exaggerated,Not too worried,"Yes, both doses",Completed process on their own, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,"Probably follow most social distancing guidelines, but not as strictly", , , ,Very difficult,Very difficult,Very easy,Yes,No,Don't know,Somewhat difficult, , , ,No,Yes,Not too worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,263, , , , ,0,No,No,No,No,No,No,71,76, ,65+,65+,65+,75+,65+,No,Married,Retired,RETIRED, ,No,No,Covered by health insurance, ,Medicare, , ,Male,MALE,Yes,No,"Yes, both respondent and someone else in household",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"No, no home telephone",English,2,Yes,904,Ohio,North Central,2,210219, ,Cell phone,Main RDD Else,31025970,Ohio,North Central,East North Central, ,Federal,Yes,Yes - Republican Governor,1.5948,31.312,1.3664,2.5607, ,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,East North Central,sex = rsex,CPO,CPO HH,Micropolitan,Rural (CDC=4-6),CELL RDD,Manual,63,1,OHIO,1,Rural,Rural
00051994,Male,690,No,Other or mixed race,mixed,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC",31,Some,Approve,Not enough,Not enough,Very favorable,Build on what the law does,Favor,Favor,173,Very often,Yes,36,Generally underestimated,Somewhat worried,"Yes, single dose",Completed process on their own, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Do not have enough information, , ,Strictly follow social distancing guidelines, , , ,Somewhat easy,Somewhat difficult,Somewhat difficult,Yes,Yes,Don't know,Somewhat easy,Somewhat easy, , ,No,Yes,Somewhat worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,355, , , , ,0,Refused,Refused,Refused,Refused,Refused,Refused,95,Refused,50-64,18-64,50-64, , , ,No,Married,Retired,RETIRED, ,Refused,Refused,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65,Male,MALE,No,No,"Yes, respondent",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,Refused,DK/RF, , ,"No, no home telephone",English,Don't know/Refused,Yes,1140,Texas,South, ,210221, ,Cell phone,Main RDD Hi Hisp,30000218,Texas,South,West South Central, ,Federal,No/Maybe,No/Maybe,.7961,7.2805,.3177,.5954,Respondent has gotten vaccine, ,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,West South Central,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,67,12,TEXAS,TEXAS,Urban,Urban
00052009,Male,773,No,Refused, ,DK/RF, ,DK/RF,21,Some,Approve,About the right amount,Not enough,Somewhat favorable,Scale back what the law does,Oppose,Oppose,189,Not too often,No,38,Generally correct,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Do not have enough information,Have enough information,Do not have enough information, ,Yes,No, ,Somewhat difficult, , ,No,No, , , , ,No,No,Yes,Somewhat worried,Not too concerned,Somewhat concerned,Not at all concerned,Not too concerned,Not at all concerned,Not too concerned,Not too concerned,Would make no difference,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Somewhat likely,A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,NOT A local pharmacy,Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,NOT A hospital,NOT Your own doctor's office,A large vaccination site run by the government,Your own doctor's office,468, , , , ,0,No,No,No,No,No,No,57,40, ,18-64,30-49,35-44,40-59,30-44,Yes,Married,Employed full-time,EMPLOYED,No,No,"Yes, both me and a family member",Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Male,MALE,Yes,"Yes, someone else tested positive","Yes, someone else in household",Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$75,000 to less than $90,000",$40K-$89K, , ,"Yes, has a home telephone",English,2,Yes,1164,Utah,West,3,210218, ,Cell phone,Main RDD Else,31017167,Texas,South,West South Central, ,Federal,Yes,Yes - Republican Governor,1.1758,5.1783,.226,.4235,Do knot know someone who has gotten vaccine,40-64,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mountain,sex = rsex,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,Manual,89,3,UTAH,1,Suburban,Suburban
00052051,Female,1354,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",30,Some,Approve,About the right amount,Not enough,Somewhat favorable,Build on what the law does,Oppose,Favor,256,Somewhat often,No,44,Generally correct,Very worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is a personal choice,"Yes, someone else",No difference,Do not have enough information,Do not have enough information,Do not have enough information, ,Yes,Yes,No,Somewhat difficult,Somewhat difficult, ,Yes,Yes,Have not gotten the vaccine and do not have an appointment scheduled,Very difficult,Very difficult, ,Yes,Yes,Yes,Very worried,Very concerned,Very concerned,Not at all concerned,Very concerned,Somewhat concerned,Somewhat concerned,Not at all concerned,More likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Very likely,Somewhat likely,A local pharmacy,Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,NOT A hospital,Your own doctor's office,NOT A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,NOT Your own doctor's office,A large vaccination site run by the government,Your own doctor's office,881,Somewhat confident,Not too confident, , ,54,No,No,No,No,No,No,89,69, ,65+,65+,65+,60-69,65+,No,Married,Retired,RETIRED, ,No,"Yes, me",Covered by health insurance, ,Medicare, , ,Female,FEMALE,Yes,"Yes, someone else tested positive","Yes, both respondent and someone else in household",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$50,000 to less than $75,000",$40K-$89K, , ,"Yes, has a home telephone",English,2,Yes,1991,Maryland,South,4,210216, ,Cell phone,RDD HI AA OS,32010537,District Of Columbia,South,South Atlantic, ,State,Yes,Yes - Republican Governor,.4952,1.6961,.074,.1387, ,65+,Wait and see,No,No,Know someone vaccinated,No one close vaccinated,English,South Atlantic,sex = rsex,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD OS,Manual,90,1,MARYLAND,1,Suburban,Suburban
00052058,Male,725,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",24,Not at all,Disapprove,Not enough,Not enough,Very unfavorable,Build on what the law does,Favor,Favor,180,Not too often,No,43,Generally exaggerated,Not at all worried,No, ,Definitely not get the vaccine,Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Do not have enough information,Have enough information,Have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not at all worried,Not at all concerned,Not at all concerned,Not at all concerned,Very concerned,Not at all concerned,Very concerned,Not at all concerned,Would make no difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,400, , , , ,0,No,Yes,Yes,No,Yes,Yes,78,43, ,18-64,30-49,35-44,40-59,30-44,No,Married,Employed full-time,EMPLOYED,Yes,No,"Yes, me",Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Male,MALE,No,"Yes, someone else tested positive","Yes, respondent",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,1260,North Carolina,South,2,210215, ,Cell phone,Main RDD Else,31033899,North Carolina,South,South Atlantic, ,Federal,No/Maybe,No/Maybe,1.5948,33.663,1.4691,2.753,Do knot know someone who has gotten vaccine,40-64,Definitely not,Yes,No,Know someone vaccinated,Know close family or friend vaccinated,English,South Atlantic,sex = rsex,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,Manual,74,0,NORTH CAROLINA,1,Suburban,Suburban
00052128,Female,635,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",26,Some,Approve,About the right amount,About the right amount,Very favorable,Build on what the law does,Favor,Oppose,189,Very often,No,37,Generally correct,Not too worried,"Yes, both doses",Someone else helped find or schedule vaccine appointment, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,Strictly follow social distancing guidelines, , , ,Very easy,Very easy,Very easy,No,No, , , , , ,No,Yes,Somewhat worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,289, , , , ,0,No,No,No,No,No,No,94,71, ,65+,65+,65+,70-74,65+,No,Widowed,Retired,RETIRED, ,No,No,Covered by health insurance, ,Medicare, , ,Female,FEMALE,Yes,No,No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,Refused,DK/RF, , ,"Yes, has a home telephone",English,1,Yes,984,Oklahoma,South,4,210223,52128,Cell phone,Main RDD Else,31015723,Oklahoma,South,West South Central, ,Federal,No/Maybe,No/Maybe,.9311,9.2881,.4053,.7596, ,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,West South Central,sex = rsex,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,Manual,63,2,OKLAHOMA,1,Urban,Urban
00052185,Male,1353,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",43,Some,Disapprove,Too much,Don't know,Somewhat unfavorable,Scale back what the law does,Favor,Oppose,411,Never,No,49,Generally exaggerated,Not too worried,No, ,"Only get the vaccine if you are required to do so for work, school, or other activities",Getting vaccinated is a personal choice,No, ,Do not have enough information,Have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not at all worried,Somewhat concerned,Not at all concerned,Somewhat concerned,Very concerned,Not at all concerned,Not at all concerned,Not too concerned,More likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely, , , , , , , , , ,A local pharmacy,Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government,Your workplace,776, , , , ,0,No,No,No,No,No,Yes,74,31, ,18-64,30-49,25-34,18-39,30-44,No,Never been married,A student,A STUDENT, ,No,No,Covered by health insurance,INSURED LESS THAN 65,Medicare, ,Medicare,Male,MALE,No,"Yes, someone else tested positive",No one in household has serious health condition,Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Conservative,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,1847,Illinois,North Central,2,210222,52185,Cell phone,Main RDD Else,31016941,Illinois,North Central,East North Central, ,Federal,Yes,Yes - Democratic/Independent,1.5948,29.273,1.2775,2.394, ,18-39,Only if required,No,No,Do not know anyone vaccinated,No one close vaccinated,English,East North Central,sex = rsex,CPO,CPO HH,Small metro,Rural (CDC=4-6),CELL RDD,Manual,86,1,ILLINOIS,1,Urban,Urban
00052349,Male,863,Yes,White, ,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,43,A lot,Approve,About the right amount,About the right amount,Somewhat favorable,Don't know,Oppose,Favor,167,Don't know,Yes,43,Generally exaggerated,Not too worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is part of everyone's responsibility to protect the health of others,No, ,Do not have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Somewhat worried,Not too concerned,Very concerned,Not at all concerned,Very concerned,Not at all concerned,Somewhat concerned,Somewhat concerned,Would make no difference,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,Not too likely,Not at all likely,Somewhat likely,Somewhat likely,Not too likely,NOT A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A local pharmacy,NOT Your workplace,A grocery store,A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,Your workplace,496, , ,Not too confident,Not too confident,35,Yes,No,Yes,No,Yes,Yes,79,36, ,18-64,30-49,35-44,18-39,30-44,Yes,Married,Employed part-time,EMPLOYED,Yes,No,No,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65,Male,MALE,Yes,"Yes, respondent tested positive",No one in household has serious health condition,Or what?,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Conservative,High school incomplete (Grades 9-11 or Grade 12 with no diploma),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",Spanish,3,Yes,1214,Georgia,South,4,210218, ,Cell phone,Main RDD Else,31045535,Georgia,South,South Atlantic, ,Federal,No/Maybe,No/Maybe,1.524,9.8758,.431,.8076, ,18-39,Wait and see,Yes,No,Do not know anyone vaccinated,No one close vaccinated,Spanish,South Atlantic,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,87,4,GEORGIA,1,Suburban,Suburban
